TÍTULO,USO QUE AMPARA EL TÍTULO,TITULAR,FECHA DE REGISTRO,AUTORIDAD QUE EMITE EL ACTO
810529,SERVICIOS,FERNANDO JOEL MARQUEZ RUIZ VELASCO,2020-06-04,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810530,AGR͍COLA,JUAN MOYA RAMOS,2020-06-04,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810531,SERVICIOS,SERGIO COLOMAN VALDES OREJAS,2020-06-04,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810532,AGR͍COLA,MA. DEL ROSARIO GARZA QUINTANA,2020-06-04,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810533,SERVICIOS,"VALLARTA GRUPO CONSTRUCTOR E INMOBILIARIO, S.A. DE C.V.",2020-06-04,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810534,AGR͍COLA,GILBERTO DIAZ DE LEON LOPEZ,2020-04-29,DIRECCIÓN LOCAL ZACATECAS
810536,AGR͍COLA,GILBERTO DIAZ DE LEON LOPEZ,2020-05-06,DIRECCIÓN LOCAL ZACATECAS
810537,AGR͍COLA,"GUILLERMO ANTONIO MARTINEZ VILLALOBOS, JOSE GABRIEL MARTINEZ VILLALOBOS",2019-09-27,DIRECCIÓN LOCAL ZACATECAS
810539,SERVICIOS,"ADRIAN GONZALEZ ESPINOSA, JOSE ANTONIO GONZALEZ ESPINOSA",2020-06-24,ORGANISMO DE CUENCA GOLFO CENTRO
810543,AGR͍COLA,JESUS ALFONSO GARCIA PEÑA,2020-06-24,ORGANISMO DE CUENCA GOLFO CENTRO
810544,AGR͍COLA,TOMAS CHAVEZ PARGA,2019-10-01,DIRECCIÓN LOCAL ZACATECAS
810545,AGR͍COLA,FRANCISCO SANTILLAN ESCOBEDO,2020-04-08,DIRECCIÓN LOCAL ZACATECAS
810546,AGR͍COLA,"NATALIA TORRES SALDAÑA, IRMA GABRIELA LOPEZ GONZALEZ",2020-05-01,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810548,SERVICIOS,CERVEZAS CUAUHTEMOC MOCTEZUMA S.A DE C.V,2020-03-25,ORGANISMO DE CUENCA GOLFO CENTRO
810551,PECUARIO,MANUELA VENTURA LOPEZ,2020-04-20,DIRECCIÓN LOCAL COLIMA
810552,AGR͍COLA,CELESTINO GRANADOS RODRIGUEZ,2019-06-28,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810553,AGR͍COLA,CELESTINO GRANADOS RODRIGUEZ,2019-06-28,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810554,AGR͍COLA,CLAUDIO VIZCAINO DE VICENTE,2021-08-04,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810557,AGR͍COLA,MARGARITA LOPEZ VALLEJO,2019-06-10,ORGANISMO DE CUENCA GOLFO CENTRO
810558,AGR͍COLA,"PAOLA GONZALEZ MURO, JUAN MANUEL GONZALEZ MURO, JUAN CARLOS GONZALEZ MURO, LAURA ELENA GONZALEZ MURO",2019-07-05,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810559,DIFERENTES USOS,HERIBERTA ARRIETA ZAMORA,2021-08-31,ORGANISMO DE CUENCA GOLFO CENTRO
810562,AGR͍COLA,CARLOS EUGENIO SALCIDO BORDIER,2021-04-13,ORGANISMO DE CUENCA RÍO BRAVO
810566,AGR͍COLA,OSCAR VELAZQUEZ CAZARIN,2020-12-08,ORGANISMO DE CUENCA GOLFO CENTRO
810569,INDUSTRIAL,GRUPO GAMESA S DE RL DE CV,2019-10-23,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810570,AGR͍COLA,FRANCISCO DYCK WIEBE,2019-10-25,DIRECCIÓN LOCAL CHIHUAHUA
810571,AGR͍COLA,LUCINA MORALES SALOMON,2021-07-22,ORGANISMO DE CUENCA GOLFO CENTRO
810572,AGR͍COLA,ENRIQUE TORRES TRUJILLO,2019-11-13,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810573,AGR͍COLA,FRANCISCO JAVIER GONZALEZ ALVAREZ,2019-07-10,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810574,AGR͍COLA,FRANCISCO JAVIER GONZALEZ ALVAREZ,2019-07-10,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810577,AGR͍COLA,ANTONIO LARA RAMOS,2021-09-17,ORGANISMO DE CUENCA GOLFO CENTRO
810578,AGR͍COLA,OFELIA BUTANDA RAMBLAS,2019-10-16,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810579,AGR͍COLA,LUIS RAUL GUTIERREZ MAYA,2019-06-26,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810580,AGR͍COLA,RAUL QUIROZ GONZALEZ,2020-03-03,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810581,AGR͍COLA,LUISA DEL CARMEN ROMERO MARTINEZ DEL SOBRAL,2019-07-08,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810582,DIFERENTES USOS,JORGE ALBERTO RAMON CORTES,2019-06-25,ORGANISMO DE CUENCA GOLFO CENTRO
810584,PECUARIO,"AVICOLA TECAS, S.A. DE C.V.",2021-01-26,ORGANISMO DE CUENCA GOLFO CENTRO
810586,PECUARIO,"AVICOLA TECAS, S.A. DE C.V.",2021-01-08,ORGANISMO DE CUENCA GOLFO CENTRO
810588,DIFERENTES USOS,ENRIQUE LEOWEN WIENS,2021-09-07,DIRECCIÓN LOCAL ZACATECAS
810590,AGR͍COLA,"ESTEFANIA NIETO MONTES, EYRA LUCILA MONTES BRAVO, MARIA FERNANDA GONZALEZ MONTES, MONICA GONZALEZ MONTES",2021-09-06,ORGANISMO DE CUENCA GOLFO CENTRO
810594,AGR͍COLA,FELIPE DE JESUS COSS Y LEON COSS Y LEON,2019-11-21,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810595,AGR͍COLA,FELIPE DE JESUS COSS Y LEON COSS Y LEON,2019-11-21,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810605,INDUSTRIAL,HERSHEY MEXICO S.A. DE C.V.,2019-07-05,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810606,SERVICIOS,"HINES CKD I CO-INVEST, SOCIEDAD DE RESPONSABILIDAD LIMITADA DE CAPITAL VARIABLE",2019-07-05,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810611,AGR͍COLA,"FRUTIORO MEXICO, S.P.R. DE R.L.",2019-06-24,DIRECCIÓN LOCAL COLIMA
810614,AGR͍COLA,ANA MARGARITA S.P.R. DE R.L.,2019-06-24,DIRECCIÓN LOCAL CHIHUAHUA
810616,AGR͍COLA,JOHN PETERS FROESE,2020-08-31,DIRECCIÓN LOCAL CHIHUAHUA
810617,DIFERENTES USOS,JULIO SALDAÑA MORAN,2020-03-26,ORGANISMO DE CUENCA GOLFO CENTRO
810620,AGR͍COLA,LAMINADOS DE ALTA PRESION S.A. DE C.V.,2019-05-31,DIRECCIÓN LOCAL CHIHUAHUA
810621,AGR͍COLA,ABRAHAM FEHR PENNER,2019-06-24,DIRECCIÓN LOCAL CHIHUAHUA
810622,AGR͍COLA,MANUEL MARQUEZ MARISCAL,2021-09-20,DIRECCIÓN LOCAL CHIHUAHUA
810623,INDUSTRIAL,HERSHEY MEXICO S.A. DE C.V.,2019-07-02,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810625,DOMÉSTICO,CORNELIO NEUDORF FRIESSEN,2019-07-30,DIRECCIÓN LOCAL CHIHUAHUA
810626,AGR͍COLA,"CORNELIUS WIEBE BOLDT, PETER WIEBE BOLDT",2021-06-23,DIRECCIÓN LOCAL CHIHUAHUA
810632,AGR͍COLA,MANUEL ALVAREZ JIMENEZ,2019-09-19,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810633,AGR͍COLA,ROSA ARMENTA LEON,2019-09-19,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810636,AGR͍COLA,EJIDO SAN PEDRO TENANGO EL NUEVO,2019-11-19,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810637,SERVICIOS,"IMMOBILIARE PROPERTIES, S.A. DE C.V.",2020-02-06,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810642,DOMÉSTICO,HEINRICH BRAUN BRAUN,2019-07-10,DIRECCIÓN LOCAL CHIHUAHUA
810647,DOMÉSTICO,HEINRICH KLASSEN FRIESEN,2019-06-27,DIRECCIÓN LOCAL CHIHUAHUA
810648,AGR͍COLA,FRANZ VOTH DOERKSEN,2019-10-03,DIRECCIÓN LOCAL CHIHUAHUA
810651,DIFERENTES USOS,CORNELIUS LOEWEN DYCK,2019-08-01,DIRECCIÓN LOCAL CHIHUAHUA
810653,AGR͍COLA,JACOB PETERS KRAHN,2019-08-13,DIRECCIÓN LOCAL CHIHUAHUA
810654,DOMÉSTICO,JULIA RENTERAL FERMAN,2019-06-14,ORGANISMO DE CUENCA GOLFO CENTRO
810655,AGR͍COLA,"EJIDO GUADALUPE DE ATLAS SOCIEDAD AVE MARIA, ASOCIACION CIVIL",2019-06-25,DIRECCIÓN LOCAL AGUASCALIENTES
810656,SERVICIOS,EMSA H2O,2021-04-05,ORGANISMO DE CUENCA GOLFO CENTRO
810657,AGR͍COLA,ANTONIO DAVILA CARDONA,2019-06-04,DIRECCIÓN LOCAL CHIHUAHUA
810658,AGR͍COLA,JACOBO BANMAN FEHR,2019-07-25,DIRECCIÓN LOCAL CHIHUAHUA
810661,INDUSTRIAL,"LABORATORIOS PISA, S.A. DE C.V.",2019-09-09,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810662,AGR͍COLA,TINA DYCK ENNS,2019-08-19,DIRECCIÓN LOCAL CHIHUAHUA
810663,AGR͍COLA,ARNULFO FAUSTO LIZAOLA,2021-06-22,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810667,AGR͍COLA,JESSICA MORAN LUCAS,2021-09-06,ORGANISMO DE CUENCA GOLFO CENTRO
810669,AGR͍COLA,GLORIA CARRILLO CARBAJAL,2021-08-23,ORGANISMO DE CUENCA GOLFO CENTRO
810673,AGR͍COLA,HECTOR DEL TORO TORRES,2019-07-16,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810674,AGR͍COLA,PETER NEUFELD PENNER,2020-02-28,DIRECCIÓN LOCAL CHIHUAHUA
810676,AGR͍COLA,ALVARO BUSTILLOS DELGADO,2020-03-18,DIRECCIÓN LOCAL CHIHUAHUA
810677,AGR͍COLA,MARIA GEMA SIXTOS BARRON,2020-06-10,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810678,AGR͍COLA,MANUEL CAMACHO BARROZO,2020-06-10,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810682,DOMÉSTICO,ABRAHAM LOEWEN KLASSEN,2020-02-21,DIRECCIÓN LOCAL CHIHUAHUA
810686,AGR͍COLA,GUSTAVO HERNANDEZ MEDINA,2019-10-03,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810687,PECUARIO,"JORGE CARLOS NAVARRETE NARVAEZ, RAUL HUMBERTO NAVARRETE NARVAEZ",2019-07-03,ORGANISMO DE CUENCA PENÍNSULA DE YUCATÁN
810688,AGR͍COLA,"CAMPUZANO HERMANOS, S.P.R. DE R.L. DE C.V.",2020-02-28,DIRECCIÓN LOCAL CHIHUAHUA
810689,AGR͍COLA,PEDRO FERNANDEZ SOMELLERA Y VEREA,2019-08-06,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810690,SERVICIOS,PEDRO GONZALEZ MARTINEZ,2019-08-06,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810693,AGR͍COLA,JOSE RAMON GARCIA RUIZ,2020-02-11,DIRECCIÓN LOCAL CHIHUAHUA
810701,DOMÉSTICO,CESAR AUGUSTO BURGOS RAMIREZ,2019-07-08,ORGANISMO DE CUENCA PENÍNSULA DE YUCATÁN
810705,AGR͍COLA,FRANCISCO JOSE DE LA PEÑA DE LEON,2020-01-27,ORGANISMO DE CUENCA RÍO BRAVO
810706,AGR͍COLA,ERENDIRA ESPINOSA GALLEGOS,2020-09-09,DIRECCIÓN LOCAL MICHOACÁN
810710,AGR͍COLA,"CARLOS HERNAN SILVA VALDES, GERARDO ALFONSO SILVA CORTES, MARIA TERESA CORTES OROZCO",2020-09-17,DIRECCIÓN LOCAL MICHOACÁN
810711,AGR͍COLA,SALVADOR LOPEZ SOTO,2020-08-29,DIRECCIÓN LOCAL MICHOACÁN
810712,AGR͍COLA,JAIME ALEJANDRO FAJARDO DURAN,2020-10-16,DIRECCIÓN LOCAL MICHOACÁN
810714,AGR͍COLA,EJIDO SAN JUAN DE LA VEGA,2019-06-26,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810715,AGR͍COLA,EJIDO SAN JUAN DE LA VEGA,2019-07-08,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810718,AGR͍COLA,RIGOBERTO SANDOVAL BARRAGAN,2020-01-27,DIRECCIÓN LOCAL MICHOACÁN
810722,AGR͍COLA,J. APOLINAR HERNANDEZ GONZALEZ,2020-09-03,DIRECCIÓN LOCAL MICHOACÁN
810723,AGR͍COLA,ADELAIDA ARIAS SANCHEZ,2019-07-15,ORGANISMO DE CUENCA GOLFO NORTE
810724,AGR͍COLA,JOSE MA. AYALA HERNANDEZ,2020-01-27,DIRECCIÓN LOCAL MICHOACÁN
810727,INDUSTRIAL,AS MAQUILA MEXICO S DE RL DE CV,2021-08-03,ORGANISMO DE CUENCA RÍO BRAVO
810728,AGR͍COLA,ALVINO LOEWEN FRIESEN,2019-10-17,DIRECCIÓN LOCAL CHIHUAHUA
810730,AGR͍COLA,"JOSE LUIS GUZMAN GARCIA, REYNALDO GUZMAN GARCIA",2020-02-13,DIRECCIÓN LOCAL MICHOACÁN
810733,AGR͍COLA,JESUS EFREN ALVAREZ ALVAREZ,2020-08-29,DIRECCIÓN LOCAL MICHOACÁN
810734,AGR͍COLA,NOE MELO ARBONA,2020-04-20,ORGANISMO DE CUENCA GOLFO NORTE
810735,AGR͍COLA,"JAVIER VEGA VAZQUEZ, ALEJANDRA VEGA CEJA, CARLOS GERARDO VEGA VAZQUEZ",2020-02-10,DIRECCIÓN LOCAL MICHOACÁN
810737,AGR͍COLA,MOISES EDUARDO CRUZ FONSECA,2020-11-24,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810738,AGR͍COLA,"BLANCA MIRIAM RODRIGUEZ ALVAREZ, FIDEL BRAVO ESPINOZA",2019-07-22,DIRECCIÓN LOCAL MICHOACÁN
810739,AGR͍COLA,JOSE LUIS LOPEZ ALVARADO,2020-09-11,DIRECCIÓN LOCAL MICHOACÁN
810740,SERVICIOS,BERNARDA TERESA MICETE LAGUNA,2019-07-18,DIRECCIÓN LOCAL HIDALGO
810741,AGR͍COLA,CESAR SAUL ZEPEDA MENDOZA,2019-07-02,DIRECCIÓN LOCAL MICHOACÁN
810742,AGR͍COLA,"LEONEL GUTIERREZ RODRIGUEZ, VICTORIANO FIGUEROA FUERTE, JOSE TRINIDAD RANGEL DURAN",2019-07-02,DIRECCIÓN LOCAL MICHOACÁN
810743,AGR͍COLA,MA GLORIA GOMEZ RAMIREZ,2020-05-28,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810745,AGR͍COLA,"UNIDAD DE RIEGO MEZA DEL MOLINITO Y GOLONDRINAS, A. C.",2019-07-02,DIRECCIÓN LOCAL MICHOACÁN
810750,AGR͍COLA,DIOCELINA ROMAN BERNABE,2019-06-26,DIRECCIÓN LOCAL MICHOACÁN
810752,AGR͍COLA,MANUEL ATOCHA BACA QUEZADA,2019-12-18,DIRECCIÓN LOCAL CHIHUAHUA
810755,AGR͍COLA,CATARINA WIEBE FRIESEN,2020-11-13,DIRECCIÓN LOCAL CHIHUAHUA
810756,AGR͍COLA,VALENTIN RODRIGUEZ GUTIERREZ,2019-06-26,DIRECCIÓN LOCAL MICHOACÁN
810760,AGR͍COLA,"LAS CIENEGUITAS, S. DE R.L DE C.V.",2019-07-02,DIRECCIÓN LOCAL BAJA CALIFORNIA SUR
810761,AGR͍COLA,PEDRO KLASSEN ENNS,2019-06-25,DIRECCIÓN LOCAL CHIHUAHUA
810763,PÚBLICO URBANO,MUNICIPIO DE HUEJUQUILLA EL ALTO,2021-05-19,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810766,AGR͍COLA,ELMER RONALDO REMPEL GIESBRECHT,2021-07-09,DIRECCIÓN LOCAL CHIHUAHUA
810767,AGR͍COLA,"JUAN MEZA GUZMAN, MIGUEL ANGEL MEZA GUZMAN, HUMBERTO MEZA VILLALOBOS",2019-06-26,DIRECCIÓN LOCAL MICHOACÁN
810768,AGR͍COLA,J. JESUS ALVAREZ MENDOZA,2020-08-28,DIRECCIÓN LOCAL MICHOACÁN
810773,AGR͍COLA,"GRACIELA MARGARITA CORTEZ PANIAGUA, FRANCISCO TORRES RAMIREZ, MODESTO TORRES RAMIREZ, ARNULFO TORRES RAMIREZ",2020-10-29,DIRECCIÓN LOCAL MICHOACÁN
810775,AGR͍COLA,AGROPECUARIA NUEVA HOLANDA S. DE R.L. DE C.V.,2019-06-10,DIRECCIÓN LOCAL CHIHUAHUA
810777,AGR͍COLA,MARIA TERESA MADRIGAL ALANIZ,2020-11-12,DIRECCIÓN LOCAL MICHOACÁN
810778,AGR͍COLA,SOFIA DE LOS ANGELES CAMPUZANO LOPEZ,2020-10-10,DIRECCIÓN LOCAL CHIHUAHUA
810779,PECUARIO,"COMERCIALIZADORA PUEBLO VIEJO, S.P.R. DE R.L. DE C.V.",2020-12-03,DIRECCIÓN LOCAL MICHOACÁN
810780,INDUSTRIAL,SALVADOR VILLEGAS TORRES,2021-09-17,DIRECCIÓN LOCAL MICHOACÁN
810781,AGR͍COLA,ALFONSO GUTIERREZ MENDOZA,2019-12-16,DIRECCIÓN LOCAL MICHOACÁN
810782,AGR͍COLA,JOSE MARIA ALVAREZ MENDOZA,2020-10-14,DIRECCIÓN LOCAL MICHOACÁN
810783,AGR͍COLA,ANDRES VALDOVINOS SOTO,2020-01-24,DIRECCIÓN LOCAL MICHOACÁN
810784,AGR͍COLA,JOSE MIGUEL ANGEL MENDEZ VARGAS,2020-11-10,DIRECCIÓN LOCAL MICHOACÁN
810785,AGR͍COLA,EJIDO SANTA MARIA LA AHOGADA,2019-07-04,DIRECCIÓN LOCAL MICHOACÁN
810786,AGR͍COLA,LEOPOLDO HUERTA DURAN,2020-08-13,DIRECCIÓN LOCAL MICHOACÁN
810787,AGR͍COLA,EJIDO LAS JOYAS,2021-04-23,DIRECCIÓN LOCAL MICHOACÁN
810789,AGR͍COLA,"ISAAC MEDINA SANCHEZ, JOSE DE JESUS ESCALERA MEDINA",2019-06-27,DIRECCIÓN LOCAL MICHOACÁN
810791,AGR͍COLA,"EUGENIO CERVANTES GARCIA, PEDRO GARCIA HERNANDEZ, OSWALDO ALBOR CORNEJO, UVER HERIBERTO CORNEJO ZUÑIGA",2020-10-02,DIRECCIÓN LOCAL MICHOACÁN
810792,AGR͍COLA,DEANNA PARSON PARRA,2020-04-22,DIRECCIÓN LOCAL CHIHUAHUA
810797,AGR͍COLA,JONATAN ALVAREZ LOPEZ,2019-06-26,DIRECCIÓN LOCAL MICHOACÁN
810798,AGR͍COLA,GRACIELA CASTILLO RAMIREZ,2020-05-21,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810799,AGR͍COLA,JOSE LUIS MURILLO CALDERON,2019-06-28,DIRECCIÓN LOCAL MICHOACÁN
810800,AGR͍COLA,MANUEL ATOCHA BACA QUEZADA,2019-10-09,DIRECCIÓN LOCAL CHIHUAHUA
810802,AGR͍COLA,ISIDRO CASTILLO RODRIGUEZ,2021-09-10,ORGANISMO DE CUENCA GOLFO CENTRO
810803,AGR͍COLA,JOSE LOPEZ BECERRA,2019-07-01,DIRECCIÓN LOCAL MICHOACÁN
810804,AGR͍COLA,"CRISPIN CHAVEZ ESQUIVEL, BALTAZAR ZARATE BARRON, LUIS GONZALEZ SANCHEZ",2019-06-27,DIRECCIÓN LOCAL MICHOACÁN
810805,AGR͍COLA,GREGORIO CORNEJO CHAVEZ,2020-09-23,DIRECCIÓN LOCAL MICHOACÁN
810806,AGR͍COLA,SALVADOR LOPEZ BECERRA,2020-09-04,DIRECCIÓN LOCAL MICHOACÁN
810807,AGR͍COLA,"PASTOR ALTAMIRANO BAEZ, ROBERTO RECILLAS CALDERON",2020-08-28,DIRECCIÓN LOCAL MICHOACÁN
810808,AGR͍COLA,SALVADOR ACOSTA RUIZ,2020-09-10,DIRECCIÓN LOCAL MICHOACÁN
810812,AGR͍COLA,ROBERTO CASAS SAEZ,2021-08-02,ORGANISMO DE CUENCA GOLFO CENTRO
810813,AGR͍COLA,SALVADOR AGUILERA ESCOBAR,2019-07-01,DIRECCIÓN LOCAL MICHOACÁN
810814,AGR͍COLA,CUAUHTEMOC GOMEZ GONZALEZ,2019-06-27,DIRECCIÓN LOCAL MICHOACÁN
810816,AGR͍COLA,DAVID NOE GUILLEN VALENCIA,2020-08-28,DIRECCIÓN LOCAL MICHOACÁN
810817,AGR͍COLA,FERNANDO OCHOA MELGAREJO,2020-04-06,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810821,AGR͍COLA,MANUEL DEL RIO SALAZAR,2019-10-29,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810823,AGR͍COLA,JOSE LUIS GÜERECA CARDOZA,2019-08-28,DIRECCIÓN LOCAL DURANGO
810824,AGR͍COLA,"JAIME ALBERTO GARCIA AYALA, J. DELFINO GARCIA RODRIGUEZ, LUIS CERVANTES CALDERON, EDELMIRA FUENTES SILVA, MARIA LUISA LOPEZ VALENTE",2019-06-28,DIRECCIÓN LOCAL MICHOACÁN
810826,AGR͍COLA,EJIDO SAN ANTONIO EL RICO,2019-10-01,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810827,AGR͍COLA,EJIDO SAN ANTONIO EL RICO,2019-09-30,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810828,AGR͍COLA,EJIDO SAN ANTONIO EL RICO,2019-09-06,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810829,AGR͍COLA,HECTOR PULIDO ESTRADA,2019-07-12,DIRECCIÓN LOCAL MICHOACÁN
810830,AGR͍COLA,EJIDO SAN ANTONIO EL RICO,2019-09-06,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810833,DIFERENTES USOS,"VICENTE CLEMENTE PERES, EFRAIN VAZQUEZ CLEMENTE, FRANCISCO JAVIER CLEMENTE",2021-02-16,DIRECCIÓN LOCAL BAJA CALIFORNIA SUR
810834,AGR͍COLA,LUCIANO VAZQUEZ SOSA,2020-03-04,DIRECCIÓN LOCAL ZACATECAS
810835,AGR͍COLA,HECTOR MANUEL ARREOLA GONZALEZ,2019-08-14,ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
810837,AGR͍COLA,RAUL GUZMAN RUVALCABA,2019-10-17,DIRECCIÓN LOCAL AGUASCALIENTES
810840,AGR͍COLA,"RAUL ARREGUIN GOBEA, ROBERTO ARREGUIN GOVEA",2020-06-05,DIRECCIÓN LOCAL MICHOACÁN
810841,AGR͍COLA,EDUARDO GARCIA REYES,2019-08-22,ORGANISMO DE CUENCA CUENCAS CENTRALES DEL NORTE
810844,AGR͍COLA,"JULIO JOSE MANUEL GOMEZ CANOBBIO, SILVIA DEL CONSUELO GOMEZ CANOBBIO, JOSE ROBERTO GOMEZ CANOBBIO",2019-07-24,ORGANISMO DE CUENCA GOLFO NORTE
810847,AGR͍COLA,SERGIO OCHOA CUEVAS,2019-06-28,DIRECCIÓN LOCAL MICHOACÁN
810848,DIFERENTES USOS,"PEDRO PABLO VELASCO OCHOA, LEONARDO GABRIEL VELASCO OCHOA, ANA KARINA VELASCO OCHOA",2019-09-04,ORGANISMO DE CUENCA GOLFO NORTE
810854,AGR͍COLA,RUBEN MARTINEZ MACIAS,2019-09-02,DIRECCIÓN LOCAL AGUASCALIENTES
810855,PECUARIO,PROTEINA ANIMAL SA DE CV,2020-12-04,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810856,AGR͍COLA,BERTHA OLIVIA GUTIERREZ QUIÑONEZ,2019-07-26,DIRECCIÓN LOCAL DURANGO
810861,SERVICIOS,"INMOBILIARIA MEXICANA TURISTICA, S.A. DE C.V.",2019-07-03,DIRECCIÓN LOCAL ESTADO DE MÉXICO
810865,AGR͍COLA,"NEGOCIO AGRICOLA SAN ENRIQUE, S.A. DE C.V.",2019-12-17,DIRECCIÓN LOCAL BAJA CALIFORNIA SUR
810867,AGR͍COLA,JOEL BALLESTEROS FLORES,2020-11-11,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810869,DIFERENTES USOS,SARA JIMENEZ CRUZ,2019-07-01,DIRECCIÓN LOCAL CAMPECHE
810872,PÚBLICO URBANO,MUNICIPIO DE MUGICA,2019-06-24,DIRECCIÓN LOCAL MICHOACÁN
810873,AGR͍COLA,MARIA DE JESUS MARTIN LOPEZ,2019-08-06,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810874,SERVICIOS,M.T.C. PERFORACION DE POZOS S.A. DE C.V.,2019-06-21,DIRECCIÓN LOCAL ESTADO DE MÉXICO
810876,AGR͍COLA,LUIS HERNANDEZ GARCIA,2021-02-02,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810877,AGR͍COLA,MARIA DEL CARMEN ROSALES CORTES,2019-11-27,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810878,AGR͍COLA,FRANCISCO RASO BANDERAS,2019-06-24,DIRECCIÓN LOCAL MICHOACÁN
810879,AGR͍COLA,MIGUEL VILLALPANDO ESTRELLA,2019-07-18,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810880,AGR͍COLA,ALFONSO LOPEZ QUIROZ,2020-10-16,DIRECCIÓN LOCAL ZACATECAS
810884,INDUSTRIAL,COOPERATIVA LA CRUZ AZUL S.C.L.,2019-06-26,DIRECCIÓN LOCAL AGUASCALIENTES
810885,DIFERENTES USOS,JOSE GUADALUPE ROUGON MONTERO,2020-06-24,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810892,AGR͍COLA,"""DIAMANTE MEZCALERO, S. C. DE R. L. DE C. V.""",2019-10-21,DIRECCIÓN LOCAL DURANGO
810896,AGR͍COLA,MIRIAM DE LA SALUD BORES FLORES,2019-06-24,DIRECCIÓN LOCAL MICHOACÁN
810897,DIFERENTES USOS,ZENON PAYAN MORENO,2019-09-18,DIRECCIÓN LOCAL DURANGO
810905,AGR͍COLA,NOE MONTES GANDARILLA,2021-06-01,DIRECCIÓN LOCAL DURANGO
810908,AGR͍COLA,EJIDO EL ACEBUCHE,2019-06-26,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
810910,AGR͍COLA,ERNESTO FRANCISCO VALDES CEPEDA,2020-02-14,ORGANISMO DE CUENCA RÍO BRAVO
810911,AGR͍COLA,FERNANDO TOHUI LOMELI VALERO,2020-02-14,ORGANISMO DE CUENCA RÍO BRAVO
810917,AGR͍COLA,NOE MONTES GANDARILLA,2020-08-31,DIRECCIÓN LOCAL DURANGO
810918,AGR͍COLA,JORGE LUIS BARBOZA AVIÑA,2020-01-03,ORGANISMO DE CUENCA LERMA SANTIAGO PACÍFICO
